Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Warehouse Load Date
O10000527,10000527,"Earth, Atmospheric &  Planetary Sciences",DEPARTMENTS,10000527,HR-153000,153000,"Earth, Atmospheric &  Planetary Sciences","Dept of Earth, Atmospheric, & Planetary Sciences","Earth, Atmospheric, & Planetary Sciences, Dept of",Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000527,125.00,"Earth, Atmospheric &  Planetary Sciences","","","",D_EAPS,01/08/16 01:03 AM
O10000544,10000544,Kavli Inst for Astrophysics & Space Rsrh,DEPARTMENTS,10000544,HR-159600,159600,Kavli Inst for Astrophysics & Space Rsrh,Kavli Institute for Astrophysics & Space Research,Kavli Institute for Astrophysics & Space Research,Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000544,132.00,Kavli Inst for Astrophysics & Space Rsrh,"","","",D_CSR,01/08/16 01:03 AM
O10000548,10000548,Whitaker College of Health Sci & Tech,DEPARTMENTS,10000548,HR-160000,160000,Whitaker College of Health Sci & Tech,Whitaker College of Health Science & Technology,Whitaker College of Health Science & Technology,Whitaker,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000036,312.00,Whitaker,10000548,313.00,Whitaker College of Health Sci & Tech,"","","",D_WHIT,01/08/16 01:03 AM
O10000552,10000552,Center for Environmental Health Sciences,DEPARTMENTS,10000552,HR-165000,165000,Center for Environmental Health Sciences,Center for Environmental Health Sciences,Center for Environmental Health Sciences,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000552,282.00,Center for Environmental Health Sciences,"","","",D_CEHS,01/08/16 01:03 AM
O10000554,10000554,Leaders for Global Operations Program,DEPARTMENTS,10000554,HR-170000,170000,Leaders for Global Operations Program,Leaders for Global Operations Program,Leaders for Global Operations Program,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000554,84.00,Leaders for Global Operations Program,"","","",D_LGO,01/08/16 01:03 AM
O10000565,10000565,Information Systems & Technology,DEPARTMENTS,10000565,HR-242800,242800,Information Systems & Technology,Information Systems & Technology,Information Systems & Technology,VP for Info Services & Technology Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10002058,396.00,VP for Info Services & Technology Area,10000194,397.00,Information Systems Area,10000565,398.00,Information Systems & Technology,D_IS&T,01/08/16 01:03 AM
O10000573,10000573,Center for Matl Science and Engineering,DEPARTMENTS,10000573,HR-246000,246000,Center for Matl Science and Engineering,Center for Materials Science and Engineering,Center for Materials Science and Engineering,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000573,57.00,Center for Matl Science and Engineering,"","","",D_CMSE,01/08/16 01:03 AM
O10000577,10000577,MIT Sea Grant College Program,DEPARTMENTS,10000577,HR-266300,266300,MIT Sea Grant College Program,Sea Grant College Program,Sea Grant College Program,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10004983,47.00,Mechanical Eng Area,10000577,48.00,MIT Sea Grant College Program,D_MECHE,01/08/16 01:03 AM
O10000584,10000584,Technology Development Program,DEPARTMENTS,10000584,HR-321000,321000,Technology Development Program,Technology and Development Program,Technology and Development Program,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000584,304.00,Technology Development Program,"","","",D_TDP,01/08/16 01:03 AM
O10002033,10002033,Enterprise Services Area,ORGANIZATION LEVEL,"","","","","","",Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002033,162.00,Enterprise Services Area,"","","","",01/08/16 01:03 AM
O10004083,10004083,Edgerton Area,ORGANIZATION LEVEL,"","","","","","",Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10004083,194.00,Edgerton Area,"","","","",01/08/16 01:03 AM
O10004583,10004583,Digital Learning Area,ORGANIZATION LEVEL,"","","","","","",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,"","","","",01/08/16 01:03 AM
O10000041,10000041,Admissions Office Area,ORGANIZATION LEVEL,"","","","","","",Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000041,197.00,Admissions Office Area,"","","","",01/08/16 01:03 AM
O10000001,10000001,Provost Area,TOP LEVEL,"","","","","","","",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,"","","","","","","","","","",01/08/16 01:03 AM
O10000580,10000580,Document Services,DEPARTMENTS,10000580,HR-271050,271050,Document Services,Document Services,Document Services,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000022,221.00,"Libraries, MIT Press, Tech Review",10000162,222.00,Libraries,10000580,224.00,Document Services,D_LIBRARIES,01/08/16 01:03 AM
O10002908,10002908,EHS Headquarters Area,ORGANIZATION LEVEL,"","","","","","",EHS Headquarters Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10002908,319.00,EHS Headquarters Area,"","","","","","","",01/08/16 01:03 AM
O10000030,10000030,Science Area,ORGANIZATION LEVEL,"","","","","","",Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,"","","","","","","",01/08/16 01:03 AM
O10000170,10000170,Materials Processing Center Area,ORGANIZATION LEVEL,"","","","","","",Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000170,63.00,Materials Processing Center Area,"","","","",01/08/16 01:03 AM
O10000927,10000927,Lincoln Property Office,DEPARTMENTS,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000927,230.00,Lincoln Property Office,"","","",D_LINCOLN,01/08/16 01:03 AM
O10000936,10000936,Computational & Systems Bio Initiative,DEPARTMENTS,10000936,HR-418000,418000,Computational & Systems Bio Initiative,Computational & Systems Biology Initiative,Computational & Systems Bio Initiative,Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000936,135.00,Computational & Systems Bio Initiative,"","","",D_CSBI,01/08/16 01:03 AM
O10002358,10002358,DUE Desktop Support,DEPARTMENTS,10002358,HR-441900,441900,DUE Desktop Support,DUE Desktop Support,DUE Desktop Support,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000100,204.00,Dean for Undergraduate Education Offices,10002358,208.00,DUE Desktop Support,D_DUE:HQ,01/08/16 01:03 AM
O10002508,10002508,School of Engineering-MITES,DEPARTMENTS,10002508,HR-060700,060700,School of Engineering-MITES,School of Engineering-MITES,School of Engineering-MITES,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10002508,35.00,School of Engineering-MITES,"","","",D_MITES,01/08/16 01:03 AM
O10002634,10002634,Undergraduate Advising and Academic Prog,DEPARTMENTS,10002634,HR-444000,444000,Undergraduate Advising and Academic Prog,Undergraduate Advising and Academic Programming,Undergraduate Advising and Academic Programming,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10002984,189.00,UAAP Area,10002634,192.00,Undergraduate Advising and Academic Prog,D_UAAP,01/08/16 01:03 AM
O10002809,10002809,Federal Work Study,DEPARTMENTS,10002809,HR-449050,449050,Federal Work Study,Federal Work Study,Federal Work Study,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10002808,186.00,Student Financial Services Area,10002809,187.00,Federal Work Study,D_SFS,01/08/16 01:03 AM
O10002958,10002958,Student Development,DEPARTMENTS,10002958,HR-441690,441690,Student Development,Student Development,Student Development,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002858,144.00,Student Development Area,10002958,149.00,Student Development,D_STUDDEV,01/08/16 01:03 AM
O10003083,10003083,Office of Experiential Learning,DEPARTMENTS,10003083,HR-446000,446000,Office of Experiential Learning,Office of Experiential Learning,Office of Experiential Learning,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10003083,193.00,Office of Experiential Learning,"","","",D_OEL,01/08/16 01:03 AM
O10000728,10000728,Office of Minority Education,DEPARTMENTS,10000728,HR-441100,441100,Office of Minority Education,Office of Minority Education,Office of Minority Education,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000728,212.00,Office of Minority Education,"","","",D_OME,01/08/16 01:03 AM
O10000745,10000745,Dean for Student Life,DEPARTMENTS,10000745,HR-442000,442000,Dean for Student Life,Office of the Dean for Student Life,Dean for Student Life,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000099,155.00,Dean for Student Life Offices,10000745,156.00,Dean for Student Life,D_DSL:HQ,01/08/16 01:03 AM
O10002460,10002460,Facilities Custodial Services,DEPARTMENTS,10002460,HR-591020,591020,Facilities Custodial Services,Department of Facilities,Facilities Custodial Services,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10002458,362.00,Campus Services area,10002460,364.00,Facilities Custodial Services,D_FACILITIES,01/08/16 01:03 AM
O10002462,10002462,Facilities Grounds Services,DEPARTMENTS,10002462,HR-591021,591021,Facilities Grounds Services,Department of Facilities,Facilities Grounds Services,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10002458,362.00,Campus Services area,10002462,366.00,Facilities Grounds Services,D_FACILITIES,01/08/16 01:03 AM
O10002464,10002464,Repair & Maintenance,DEPARTMENTS,10002464,HR-591022,591022,Repair & Maintenance,Maintenance and Utilities,Facilities Repair & Maintenance,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10004858,374.00,Maintenance and Utilities Area,10002464,375.00,Repair & Maintenance,D_FACILITIES,01/08/16 01:03 AM
O10002483,10002483,Concourse,DEPARTMENTS,10002483,HR-069600,069600,Concourse,Concourse,Concourse,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10002483,210.00,Concourse,"","","",D_CONCOURSE,01/08/16 01:03 AM
O10002534,10002534,SLP Operating Accounts,DEPARTMENTS,10002534,HR-441620,441620,SLP Operating Accounts,SLP Operating Accounts,SLP Operating Accounts,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002533,141.00,Student Life Programs Area,10002534,142.00,SLP Operating Accounts,D_SLP,01/08/16 01:03 AM
O10002558,10002558,Residential Life Programs,DEPARTMENTS,10002558,HR-441325,441325,Residential Life Programs,Residential Life Programs,Residential Life Programs,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000223,170.00,Residential Life Programs Area,10002558,172.00,Residential Life Programs,D_SLP,01/08/16 01:03 AM
O10002633,10002633,Center for Global Change Science,DEPARTMENTS,10002633,HR-159400,159400,Center for Global Change Science,Center for Global Change Science,"Global Change Science, Center for",Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10002633,130.00,Center for Global Change Science,"","","",D_CGCS,01/08/16 01:03 AM
O10002658,10002658,Office of Study Abroad,DEPARTMENTS,10002658,HR-446610,446610,Office of Study Abroad,Office of Study Abroad,Office of Study Abroad,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10002683,183.00,MIT Careers Office Area,10002658,185.00,Office of Study Abroad,D_OSA,01/08/16 01:03 AM
O10002734,10002734,"ODL, Strategic Education Initiatives",DEPARTMENTS,10002734,HR-447100,447100,"ODL, Strategic Education Initiatives","ODL, Strategic Education Initiatives","",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_OEIT,01/08/16 01:03 AM
O10002808,10002808,Student Financial Services Area,ORGANIZATION LEVEL,"","","","","","",Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10002808,186.00,Student Financial Services Area,"","","","",01/08/16 01:03 AM
O10002810,10002810,MIT-Portugal Program,DEPARTMENTS,10002810,HR-060500,060500,MIT-Portugal Program,MIT-Portugal Program,MIT-Portugal Program,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10002810,37.00,MIT-Portugal Program,"","","",D_PORTUGAL,01/08/16 01:03 AM
O10002859,10002859,Religious Life Area,ORGANIZATION LEVEL,"","","","","","",Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002859,151.00,Religious Life Area,"","","","",01/08/16 01:03 AM
O10002884,10002884,DSL Fundraising,DEPARTMENTS,10002884,HR-442001,442001,DSL Fundraising,Office of the Dean for Student Life Fundraising,Office of the Dean for Student Life Fundraising,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000099,155.00,Dean for Student Life Offices,10002884,161.00,DSL Fundraising,D_DSLFUND,01/08/16 01:03 AM
O10002933,10002933,EHS Headquarters Office,DEPARTMENTS,10002933,HR-392100,392100,EHS Headquarters Office,EHS Headquarters Office,EHS Headquarters Office,EHS Headquarters Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10002908,319.00,EHS Headquarters Area,10002933,321.00,EHS Headquarters Office,"","","",D_EHSO,01/08/16 01:03 AM
O10002984,10002984,UAAP Area,ORGANIZATION LEVEL,"","","","","","",Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10002984,189.00,UAAP Area,"","","","",01/08/16 01:03 AM
O10003058,10003058,Office of the Vice President for Finance,DEPARTMENTS,10003058,HR-407000,407000,Office of the Vice President for Finance,Office of the Vice President for Finance,Office of the Vice President for Finance,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10003058,324.00,Office of the Vice President for Finance,"","","",D_CAS,01/08/16 01:03 AM
O10003158,10003158,Legatum Center for Dev Entrepreneurship,DEPARTMENTS,10003158,HR-030020,030020,Legatum Center for Dev Entrepreneurship,Legatum Center for Dev Entrepreneurship,Legatum Center for Development Entrepreneurship,Architecture & Planning Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000005,7.00,Architecture & Planning Area,10003158,8.00,Legatum Center for Dev Entrepreneurship,"","","",D_DEANARCH,01/08/16 01:03 AM
O10003234,10003234,CMS,DEPARTMENTS,10003234,HR-093610,093610,CMS,CMS,"","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10003233,97.00,Literature Area,10003234,99.00,CMS,D_LIT,01/08/16 01:03 AM
O10003308,10003308,International Innovation Initiative,DEPARTMENTS,10003308,HR-061900,061900,International Innovation Initiative,International Innovation Initiative,International Innovation Initiative,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10003308,39.00,International Innovation Initiative,"","","",D_III,01/08/16 01:03 AM
O10000705,10000705,Budget and Financial Analysis,DEPARTMENTS,10000705,HR-427000,427000,Budget and Financial Analysis,Budget and Financial Analysis,Budget and Financial Analysis,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10000705,343.00,Budget and Financial Analysis,"","","",D_OBFP,01/08/16 01:03 AM
O10000722,10000722,Dean for Undergraduate Education,DEPARTMENTS,10000722,HR-441000,441000,Dean for Undergraduate Education,Office of the Dean for Undergraduate Education,Office of the Dean for Undergraduate Education,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000100,204.00,Dean for Undergraduate Education Offices,10000722,205.00,Dean for Undergraduate Education,D_DUE:HQ,01/08/16 01:03 AM
O10000744,10000744,Office of Student Citizenship,DEPARTMENTS,10000744,HR-441800,441800,Office of Student Citizenship,Office of Student Citizenship,"",Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002885,153.00,Student Support Area,10000744,154.00,Office of Student Citizenship,D_DSL:HQ,01/08/16 01:03 AM
O10000747,10000747,Religious Life,DEPARTMENTS,10000747,HR-442020,442020,Religious Life,Religious Life,Religious Life,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002859,151.00,Religious Life Area,10000747,152.00,Religious Life,D_CHAPLAINS,01/08/16 01:03 AM
O10000752,10000752,Dean of Science,DEPARTMENTS,10000752,HR-442500,442500,Dean of Science,Office of the Dean of Science,Dean of Science,Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000752,134.00,Dean of Science,"","","",D_DEANSCI,01/08/16 01:03 AM
O10000756,10000756,Student Services Information Technology,DEPARTMENTS,10000756,HR-446200,446200,Student Services Information Technology,Student Services Information Technology,Student Services Information Technology,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000756,217.00,Student Services Information Technology,"","","",D_SSIT,01/08/16 01:03 AM
O10000768,10000768,Student Financial Services,DEPARTMENTS,10000768,HR-449000,449000,Student Financial Services,Student Financial Services,Student Financial Services,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10002808,186.00,Student Financial Services Area,10000768,188.00,Student Financial Services,D_SFS,01/08/16 01:03 AM
O10000805,10000805,"Dept of Athletics, Phys Ed, & Recreation",ORGANIZATION LEVEL,"","","","","","",Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000805,175.00,"Dept of Athletics, Phys Ed, & Recreation","","","","",01/08/16 01:03 AM
O10000853,10000853,Department of Facilities,DEPARTMENTS,10000853,HR-591000,591000,Department of Facilities,Department of Facilities,Department of Facilities,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10002458,362.00,Campus Services area,10000853,373.00,Department of Facilities,D_FACILITIES,01/08/16 01:03 AM
O10000894,10000894,Housing,DEPARTMENTS,10000894,HR-861000,861000,Housing,Department of Housing,"Housing, Department of",Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000223,170.00,Residential Life Programs Area,10000894,171.00,Housing,D_HOUSING,01/08/16 01:03 AM
O10000909,10000909,MIT Card Office,DEPARTMENTS,10000909,HR-862000,862000,MIT Card Office,MIT Card Office,MIT Card Office,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10002458,362.00,Campus Services area,10004234,369.00,Security & Emergency Management area,D_MITCARD,01/08/16 01:03 AM
O10000917,10000917,Audio Visual Services,DEPARTMENTS,10000917,HR-874100,874100,Audio Visual Services,Audio Visual Services,Audio Visual Services,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002033,162.00,Enterprise Services Area,10000917,167.00,Audio Visual Services,D_AVS,01/08/16 01:03 AM
O10000922,10000922,DAPER Physical Education,DEPARTMENTS,10000922,HR-501200,501200,DAPER Physical Education,DAPER Physical Education,DAPER Physical Education,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000805,175.00,"Dept of Athletics, Phys Ed, & Recreation",10000922,179.00,DAPER Physical Education,D_ATHLETICS,01/08/16 01:03 AM
O10004808,10004808,Chancellor for Academic Advancement,DEPARTMENTS,10004808,HR-401501,401501,Chancellor for Academic Advancement,Chancellor for Academic Advancement,Chancellor for Academic Advancement,Chancellor's Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10003358,3.00,Chancellor's Area,10004808,5.00,Chancellor for Academic Advancement,"","","",D_CAA,01/08/16 01:03 AM
O10004859,10004859,Central Utilities Plant area,DEPARTMENTS,10004859,HR-591030,591030,Central Utilities Plant area,CUP area,"",MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10004858,374.00,Maintenance and Utilities Area,10004859,378.00,Central Utilities Plant area,D_FACILITIES,01/08/16 01:03 AM
O10004934,10004934,MIT Department of Facilities area,ORGANIZATION LEVEL,"","","","","","",MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,"","","","","","","",01/08/16 01:03 AM
O10004958,10004958,Office of Engineering Outreach Prgms,DEPARTMENTS,10004958,HR-060001,060001,Office of Engineering Outreach Prgms,Office of Engineering Outreach Programs,Office of Engineering Outreach Programs,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10004958,46.00,Office of Engineering Outreach Prgms,"","","",D_OEOP,01/08/16 01:03 AM
O10000918,10000918,Copy Technology Centers,DEPARTMENTS,10000918,HR-874200,874200,Copy Technology Centers,Copy Technology Centers,Copy Technology Centers,VP & Secretary of Corp Area,President & Chairman of the Corporation,MIT-All,10000000,1.00,MIT-All,10000003,425.00,President & Chairman of the Corporation,10000256,426.00,VP & Secretary of Corp Area,10003833,428.00,VP for Institute Affairs Area,10000918,431.00,Copy Technology Centers,D_COPYTECH,01/08/16 01:03 AM
O10004883,10004883,Systems Engineering,DEPARTMENTS,10004883,HR-591301,591301,Systems Engineering,Maintenance and Utilities,"",MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10004858,374.00,Maintenance and Utilities Area,10004883,379.00,Systems Engineering,D_FACILITIES,01/08/16 01:03 AM
O10005033,10005033,"ODL, MITx",DEPARTMENTS,10005033,HR-401821,401821,"ODL, MITx","ODL, MITx","ODL, MITx",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10003533,10003533,LFO SAP and Tech Support,DEPARTMENTS,10003533,HR-423110,423110,LFO SAP and Tech Support,LFO SAP and Tech Support,LFO SAP and Tech Support,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10003533,325.00,LFO SAP and Tech Support,"","","",D_LFO,01/08/16 01:03 AM
O10003733,10003733,Res Dev HR & Strategic Talent Management,DEPARTMENTS,10003733,HR-410004,410004,Res Dev HR & Strategic Talent Management,Res Dev HR and Strategic Talent Management,Res Dev HR and Strategic Talent Management,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10003733,404.00,Res Dev HR & Strategic Talent Management,D_RESDEV,01/08/16 01:03 AM
O10004084,10004084,Abdul Latif Jameel Poverty Action Lab,DEPARTMENTS,10004084,HR-091020,091020,Abdul Latif Jameel Poverty Action Lab,Abdul Latif Jameel Poverty Action Lab,Abdul Latif Jameel Poverty Action Lab,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10004108,103.00,Economics Area,10004084,105.00,Abdul Latif Jameel Poverty Action Lab,D_ECO,01/08/16 01:03 AM
O10004408,10004408,Alumni Association Strategic Initiatives,DEPARTMENTS,10004408,HR-871020,871020,Alumni Association Strategic Initiatives,Alumni Association Strategic Initiatives,Alumni Association Strategic Initiatives,Alumni Association Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004183,349.00,Alumni Association Area,10004408,351.00,Alumni Association Strategic Initiatives,"","","",D_ALUM,01/08/16 01:03 AM
O10004634,10004634,Media Lab Consortia,DEPARTMENTS,10004634,HR-039010,039010,Media Lab Consortia,Media Lab Consortia,Media Lab Consortia,Architecture & Planning Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000005,7.00,Architecture & Planning Area,10004633,13.00,Media Lab Area,10004634,14.00,Media Lab Consortia,D_MEDIA,01/08/16 01:03 AM
